respondent_id,persona,age_group,gender,city_tier,education_level,employment_status,shopping_frequency,platform_1,platform_2,platform_3,primary_device,browse_time_before_purchase,cart_abandonment_freq,cart_abandon_reason,cat_fashion,cat_electronics,cat_grocery,cat_beauty,cat_home,cat_books,cat_sports,cat_toys,review_importance_score,discovery_channel,recommendation_acceptance_score,monthly_income_bracket,monthly_spend_bracket,max_single_transaction_value,discount_sensitivity_score,impulse_discount_threshold,preferred_payment_method,loyalty_member,loyalty_member_flag,delivery_importance_score,return_frequency,social_purchase_influence_freq,social_commerce_adoption,repeat_purchase_intent_score,platform_switching_propensity,review_writing_freq,festive_spend_proportion,impulse_trigger_type,ai_personalisation_comfort,will_purchase,age_enc,shopping_freq_enc,browse_time_enc,abandon_freq_enc,education_enc,city_tier_enc,income_enc,spend_enc,return_freq_enc,social_inf_enc,discount_thresh_enc,festive_enc,spend_winsorised,log_spend,gender_Female,gender_Male,gender_Non-binary,gender_Prefer not to say,city_tier_Metro (Tier 1),city_tier_Rural / town,city_tier_Tier 2 city,city_tier_Tier 3 city,employment_status_Homemaker,employment_status_Salaried (govt.),employment_status_Salaried (private),employment_status_Self-employed,employment_status_Student,employment_status_Unemployed,primary_device_Laptop / desktop,primary_device_Smartphone,primary_device_Tablet,discovery_channel_Email / app notifications,discovery_channel_Friends / family,discovery_channel_Influencer reviews,discovery_channel_Platform recommendations,discovery_channel_Search engine,discovery_channel_Social media ads,preferred_payment_method_Buy now pay later,preferred_payment_method_Cash on delivery,preferred_payment_method_Credit card,preferred_payment_method_Debit card,preferred_payment_method_Net banking,preferred_payment_method_UPI,social_commerce_adoption_No but open to it,social_commerce_adoption_No not interested,social_commerce_adoption_Yes occasionally,social_commerce_adoption_Yes regularly,impulse_trigger_type_Boredom,impulse_trigger_type_Festive sale,impulse_trigger_type_Flash sale notification,impulse_trigger_type_Gifting occasion,impulse_trigger_type_Influencer post,impulse_trigger_type_Recommendation email,cart_abandon_reason_Found better deal elsewhere,cart_abandon_reason_High delivery charges,cart_abandon_reason_High price / no discount,cart_abandon_reason_Just browsing,cart_abandon_reason_N/A - I rarely abandon,cart_abandon_reason_Payment issues,cluster,cluster_name
1330,budget_student,18-24,Female,Metro (Tier 1),Undergraduate,Student,Monthly,Meesho,Myntra,,Laptop / desktop,Under 10 minutes,Almost always,High price / no discount,0,0,1,0,0,0,0,0,5,Email / app notifications,4,20000-50000,Under 500,1484.45,4,41-60pct,Cash on delivery,No but considering,0,4,Occasionally,Almost always,Yes regularly,4,2,Rarely,Less than 10pct,Influencer post,4,0,1,3,1,5,2,4,2,1,3,5,4,1,1484.45,7.303473035635421,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,Deal hunters
1331,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (govt.),Weekly,Amazon,Ajio,,Smartphone,10-30 minutes,Sometimes,Found better deal elsewhere,0,0,0,0,1,0,1,0,3,Friends / family,4,100000-200000,5000-15000,9954.54,2,41-60pct,UPI,Yes - multiple programmes,1,5,Never,Rarely,Yes occasionally,4,1,Frequently,26-50pct,Recommendation email,4,1,2,4,2,3,2,4,4,4,1,2,4,3,9954.54,9.20588445912558,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,Tech-savvy explorers
1332,urban_professional,25-34,Female,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Flipkart,Ajio,Brand website,Laptop / desktop,More than 1 hour,Often,High price / no discount,1,1,0,0,0,1,1,0,5,Influencer reviews,4,20000-50000,500-2000,2387.61,3,41-60pct,Buy now pay later,Yes - multiple programmes,1,4,Rarely,Sometimes,Yes occasionally,5,2,Rarely,10-25pct,Influencer post,4,1,2,4,4,4,2,4,2,2,2,3,4,2,2387.61,7.778466885778355,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,Tech-savvy explorers
1333,homemaker,35-44,Female,Tier 2 city,Postgraduate,Homemaker,Daily or almost daily,Flipkart,Meesho,Amazon,Laptop / desktop,More than 1 hour,Almost always,High price / no discount,1,0,1,1,0,0,0,1,3,Friends / family,3,100000-200000,Above 15000,9370.53,3,Discounts dont trigger,UPI,No not interested,0,5,Frequently,Often,No but open to it,3,3,Occasionally,More than 50pct,Festive sale,3,1,3,5,4,5,3,3,4,5,4,4,1,4,9370.53,9.145431648989028,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,Value seekers
1334,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Ajio,Flipkart,Smartphone,10-30 minutes,Often,Found better deal elsewhere,0,1,1,0,1,0,1,0,5,Search engine,5,100000-200000,5000-15000,6902.63,3,21-40pct,UPI,No not interested,0,4,Occasionally,Sometimes,No but open to it,4,3,Occasionally,10-25pct,Flash sale notification,4,1,2,4,2,4,2,4,4,4,3,3,3,2,6902.63,8.839802639206646,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Premium loyalists
1335,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Monthly,Amazon,Other,,Smartphone,10-30 minutes,Rarely,Payment issues,0,1,1,0,0,0,0,0,4,Search engine,5,100000-200000,5000-15000,10106.88,3,21-40pct,Net banking,Yes - multiple programmes,1,5,Occasionally,Sometimes,No but open to it,5,3,Frequently,More than 50pct,Gifting occasion,4,1,2,3,2,2,2,4,4,4,3,3,3,4,10106.88,9.22107059665289,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,Tech-savvy explorers
1336,homemaker,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (govt.),Occasionally,Meesho,Flipkart,Nykaa,Smartphone,10-30 minutes,Often,High price / no discount,1,0,1,0,0,0,0,1,4,Social media ads,1,20000-50000,2000-5000,2271.53,5,41-60pct,Cash on delivery,No not interested,0,5,Rarely,Rarely,Yes regularly,3,4,Rarely,26-50pct,Boredom,3,0,3,2,2,4,3,4,2,3,2,2,4,3,2271.53,7.728649027284629,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,Value seekers
1337,urban_professional,25-34,Non-binary,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Amazon,Meesho,Nykaa,Smartphone,10-30 minutes,Rarely,High price / no discount,0,1,1,0,1,0,1,0,2,Friends / family,4,100000-200000,Above 15000,24665.19,2,Above 60pct,UPI,No but considering,0,4,Rarely,Never,Yes occasionally,5,3,Rarely,10-25pct,Festive sale,4,1,2,4,2,2,2,4,4,5,2,1,5,2,24665.19,10.113188759007157,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Premium loyalists
1338,urban_professional,25-34,Male,Metro (Tier 1),Undergraduate,Salaried (private),Weekly,Flipkart,Amazon,Ajio,Smartphone,30-60 minutes,Rarely,High delivery charges,1,0,1,0,1,1,0,1,4,Social media ads,5,100000-200000,2000-5000,13044.87,2,Above 60pct,UPI,Yes - multiple programmes,1,5,Occasionally,Sometimes,Yes occasionally,3,2,Occasionally,10-25pct,Gifting occasion,4,1,2,4,3,2,2,4,4,3,3,3,5,2,13044.87,9.476226887566243,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,Tech-savvy explorers
1339,value_seeker,25-34,Female,Tier 2 city,Undergraduate,Salaried (private),Monthly,Flipkart,Myntra,Nykaa,Smartphone,10-30 minutes,Often,Just browsing,0,0,1,0,1,1,0,1,5,Search engine,4,100000-200000,Above 15000,10661.58,3,Discounts dont trigger,Cash on delivery,Yes - one programme,1,5,Occasionally,Often,Yes occasionally,2,2,Frequently,10-25pct,Influencer post,1,0,2,3,2,4,2,3,4,5,3,4,1,2,10661.58,9.27449569470262,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,Value seekers
1340,homemaker,25-34,Female,Tier 2 city,Undergraduate,Homemaker,Weekly,Amazon,Flipkart,Meesho,Smartphone,30-60 minutes,Never,High delivery charges,1,0,0,1,0,0,1,1,4,Social media ads,2,20000-50000,2000-5000,1738.12,3,21-40pct,UPI,No but considering,0,5,Rarely,Rarely,No not interested,3,4,Occasionally,Less than 10pct,Influencer post,3,0,2,4,3,1,2,3,2,3,2,2,3,1,1738.12,7.461134517148923,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,Value seekers
1341,value_seeker,25-34,Male,Tier 2 city,Undergraduate,Salaried (private),Monthly,Flipkart,Amazon,Myntra,Smartphone,30-60 minutes,Almost always,High delivery charges,0,0,0,0,1,0,0,0,4,Platform recommendations,5,50000-100000,5000-15000,10566.55,3,21-40pct,Net banking,No but considering,0,5,Never,Sometimes,Yes regularly,2,3,Rarely,More than 50pct,Recommendation email,3,0,2,3,3,5,2,3,3,4,1,3,3,4,10566.55,9.265543263917804,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,Occasional browsers
1342,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Brand website,Flipkart,Myntra,Smartphone,10-30 minutes,Never,N/A - I rarely abandon,0,1,0,0,0,1,1,0,4,Search engine,5,50000-100000,5000-15000,2062.88,1,Above 60pct,Credit card,Yes - multiple programmes,1,5,Frequently,Sometimes,Yes occasionally,3,1,Frequently,26-50pct,Flash sale notification,5,1,3,4,2,1,3,4,3,4,4,3,5,3,2062.88,7.632342985376401,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,Tech-savvy explorers
1343,premium_loyalist,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Amazon,Flipkart,Brand website,Smartphone,10-30 minutes,Never,Just browsing,1,1,0,0,1,0,1,1,4,Search engine,3,100000-200000,5000-15000,4865.96,3,10-20pct,Credit card,Yes - multiple programmes,1,3,Rarely,Sometimes,No but open to it,4,2,Frequently,10-25pct,Flash sale notification,4,1,2,4,2,1,3,4,4,4,2,3,2,2,4865.96,8.490224791184518,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Tech-savvy explorers
1344,budget_student,35-44,Female,Metro (Tier 1),Undergraduate,Student,Rarely,Amazon,Flipkart,Brand website,Smartphone,30-60 minutes,Never,High price / no discount,1,0,1,0,0,1,1,0,5,Search engine,3,20000-50000,Under 500,3529.43,5,10-20pct,Net banking,No but considering,0,5,Occasionally,Rarely,No but open to it,3,4,Occasionally,Less than 10pct,Flash sale notification,3,0,3,1,3,1,2,4,2,1,3,2,2,1,3529.43,8.1691749555399,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Deal hunters
1345,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Amazon,Flipkart,,Laptop / desktop,Under 10 minutes,Rarely,High delivery charges,1,1,1,0,0,1,1,0,3,Search engine,5,100000-200000,5000-15000,7511.08,2,21-40pct,Debit card,Yes - one programme,1,4,Occasionally,Often,No but open to it,5,3,Never,10-25pct,Boredom,5,1,3,3,1,2,3,4,4,4,3,4,3,2,7511.08,8.924267670458654,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,Tech-savvy explorers
1346,homemaker,35-44,Female,Rural / town,Postgraduate,Homemaker,Occasionally,Myntra,Nykaa,Amazon,Smartphone,30-60 minutes,Sometimes,High price / no discount,1,0,1,1,0,0,0,1,5,Social media ads,3,50000-100000,2000-5000,4517.49,2,41-60pct,Debit card,No not interested,0,5,Occasionally,Often,No but open to it,3,5,Frequently,26-50pct,Flash sale notification,2,0,3,2,3,3,3,1,3,3,3,4,4,3,4517.49,8.415933146215737,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,Value seekers
1347,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Myntra,Ajio,Brand website,Smartphone,More than 1 hour,Sometimes,High delivery charges,1,1,1,1,0,0,0,0,5,Email / app notifications,5,50000-100000,500-2000,4970.59,2,Above 60pct,Debit card,No but considering,0,5,Rarely,Sometimes,Yes occasionally,5,5,Occasionally,10-25pct,Festive sale,5,0,2,4,4,3,3,4,3,2,2,3,5,2,4970.59,8.51149498744444,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Premium loyalists
1348,premium_loyalist,35-44,Male,Metro (Tier 1),Postgraduate,Salaried (private),Daily or almost daily,Amazon,Ajio,Nykaa,Smartphone,10-30 minutes,Never,High delivery charges,1,1,1,0,1,1,1,0,3,Email / app notifications,4,Above 200000,5000-15000,64158.49,2,Above 60pct,Credit card,Yes - one programme,1,5,Rarely,Sometimes,Yes occasionally,5,2,Occasionally,10-25pct,Recommendation email,2,1,3,5,2,1,3,4,5,4,2,3,5,2,64158.49,11.069127293631,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,Tech-savvy explorers
1349,homemaker,25-34,Female,Tier 3 city,Postgraduate,Salaried (private),Weekly,Myntra,Amazon,,Smartphone,30-60 minutes,Often,Just browsing,1,0,1,0,1,1,0,0,4,Platform recommendations,4,50000-100000,5000-15000,11893.31,4,21-40pct,Cash on delivery,Yes - one programme,1,4,Occasionally,Sometimes,No not interested,3,1,Frequently,Less than 10pct,Gifting occasion,2,0,2,4,3,4,3,2,3,4,3,3,3,1,11893.31,9.38381541348835,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,Occasional browsers
1350,budget_student,18-24,Female,Metro (Tier 1),High school or below,Salaried (private),Weekly,Amazon,Myntra,Meesho,Smartphone,More than 1 hour,Sometimes,Just browsing,0,1,1,0,1,1,0,0,4,Social media ads,3,20000-50000,500-2000,1878.92,5,Discounts dont trigger,UPI,No but considering,0,3,Never,Almost always,No not interested,3,3,Frequently,Less than 10pct,Influencer post,3,0,1,4,4,3,1,4,2,2,1,5,1,1,1878.92,7.538984501727093,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,Deal hunters
1351,urban_professional,45-54,Male,Metro (Tier 1),Undergraduate,Salaried (govt.),Daily or almost daily,Myntra,Nykaa,Meesho,Laptop / desktop,10-30 minutes,Rarely,High delivery charges,0,1,1,0,0,0,1,0,3,Email / app notifications,3,100000-200000,5000-15000,9403.96,2,10-20pct,Credit card,No but considering,0,4,Rarely,Rarely,No but open to it,5,3,Rarely,Less than 10pct,Festive sale,4,0,4,5,2,2,2,4,4,4,2,2,2,1,9403.96,9.1489924886692,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Premium loyalists
1352,urban_professional,25-34,Male,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Amazon,Myntra,Meesho,Smartphone,30-60 minutes,Rarely,High price / no discount,0,1,0,0,1,0,0,0,4,Search engine,3,50000-100000,500-2000,7591.62,4,41-60pct,Credit card,Yes - one programme,1,4,Rarely,Rarely,No but open to it,4,3,Rarely,Less than 10pct,Recommendation email,4,1,2,3,3,2,3,4,3,2,2,2,4,1,7591.62,8.934932001865798,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,Tech-savvy explorers
1353,value_seeker,35-44,Male,Tier 2 city,Postgraduate,Salaried (private),Monthly,Myntra,Brand website,Amazon,Smartphone,10-30 minutes,Never,High delivery charges,1,1,0,0,1,1,0,0,2,Search engine,3,50000-100000,500-2000,2887.51,3,Discounts dont trigger,UPI,Yes - one programme,1,5,Occasionally,Often,Yes occasionally,3,3,Rarely,26-50pct,Festive sale,3,0,3,3,2,1,3,3,3,2,3,4,1,3,2887.51,7.968496077219828,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,Occasional browsers
1354,homemaker,35-44,Female,Metro (Tier 1),Undergraduate,Homemaker,Rarely,Brand website,Flipkart,Myntra,Smartphone,30-60 minutes,Sometimes,Just browsing,1,1,1,1,1,0,0,1,2,Platform recommendations,3,Below 20000,500-2000,901.9,5,21-40pct,UPI,Yes - one programme,1,4,Never,Rarely,No but open to it,2,2,Occasionally,10-25pct,Flash sale notification,2,0,3,1,3,3,2,4,1,2,1,2,3,2,901.9,6.805611805313434,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,Value seekers
1355,urban_professional,35-44,Male,Metro (Tier 1),Undergraduate,Salaried (private),Daily or almost daily,Meesho,Amazon,Flipkart,Laptop / desktop,Under 10 minutes,Rarely,N/A - I rarely abandon,1,1,1,1,1,0,1,0,4,Search engine,4,50000-100000,5000-15000,10314.62,4,10-20pct,Debit card,Yes - multiple programmes,1,4,Occasionally,Often,No not interested,4,3,Occasionally,10-25pct,Festive sale,4,1,3,5,1,2,2,4,3,4,3,4,2,2,10314.62,9.241414530339837,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,Tech-savvy explorers
1356,urban_professional,35-44,Female,Tier 3 city,Postgraduate,Salaried (private),Monthly,Amazon,Flipkart,,Smartphone,Under 10 minutes,Sometimes,Just browsing,1,1,0,1,0,1,0,0,5,Social media ads,4,20000-50000,2000-5000,4503.82,5,21-40pct,Debit card,Yes - one programme,1,4,Never,Never,No but open to it,3,2,Rarely,10-25pct,Flash sale notification,5,1,3,3,1,3,3,2,2,3,1,1,3,2,4503.82,8.412903213639309,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Deal hunters
1357,premium_loyalist,45-54,Male,Metro (Tier 1),Undergraduate,Self-employed,Weekly,Ajio,Flipkart,Nykaa,Laptop / desktop,Under 10 minutes,Never,High delivery charges,1,1,0,0,1,1,1,0,5,Platform recommendations,5,100000-200000,2000-5000,5397.13,4,10-20pct,Credit card,Yes - multiple programmes,1,2,Frequently,Often,No but open to it,4,3,Frequently,10-25pct,Recommendation email,3,1,4,4,1,1,2,4,4,3,4,4,2,2,5397.13,8.59380787628166,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,Tech-savvy explorers
1358,homemaker,25-34,Female,Tier 2 city,Postgraduate,Homemaker,Monthly,Flipkart,Myntra,,Smartphone,10-30 minutes,Rarely,High delivery charges,0,1,1,1,1,0,0,1,5,Social media ads,5,50000-100000,5000-15000,2763.48,3,21-40pct,Debit card,No but considering,0,5,Occasionally,Sometimes,Yes regularly,3,3,Frequently,26-50pct,Boredom,4,0,2,3,2,2,3,3,3,4,3,3,3,3,2763.48,7.924607831170519,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,Value seekers
1359,value_seeker,35-44,Male,Tier 3 city,Undergraduate,Self-employed,Occasionally,Meesho,Amazon,,Smartphone,More than 1 hour,Almost always,Just browsing,0,1,1,1,1,0,1,0,5,Platform recommendations,2,Below 20000,Under 500,1095.69,5,21-40pct,UPI,No but considering,0,5,Rarely,Often,No but open to it,3,3,Occasionally,26-50pct,Festive sale,2,0,3,2,4,5,2,2,1,1,2,4,3,3,1095.69,7.000051831460709,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,Occasional browsers
1360,value_seeker,25-34,Female,Tier 3 city,Undergraduate,Salaried (private),Weekly,Amazon,Meesho,Other,Tablet,30-60 minutes,Rarely,High price / no discount,1,1,0,1,0,0,0,0,3,Search engine,4,20000-50000,500-2000,797.19,4,Discounts dont trigger,Cash on delivery,Yes - multiple programmes,1,5,Rarely,Sometimes,Yes regularly,2,1,Occasionally,10-25pct,Flash sale notification,2,1,2,4,3,2,2,2,2,2,2,3,1,2,797.19,6.682346664347731,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,Deal hunters
1361,urban_professional,25-34,Female,Tier 3 city,Postgraduate,Salaried (private),Weekly,Flipkart,Amazon,Brand website,Laptop / desktop,10-30 minutes,Rarely,Just browsing,0,1,1,0,0,1,0,1,2,Search engine,5,50000-100000,2000-5000,3527.9,3,Discounts dont trigger,Debit card,Yes - one programme,1,5,Rarely,Often,Yes occasionally,5,2,Rarely,10-25pct,Festive sale,4,1,2,4,2,2,3,2,3,3,2,4,1,2,3527.9,8.168741486634506,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,Tech-savvy explorers
1362,urban_professional,25-34,Non-binary,Metro (Tier 1),Postgraduate,Salaried (private),Monthly,Flipkart,Brand website,Amazon,Smartphone,Under 10 minutes,Sometimes,High price / no discount,1,1,0,1,0,1,0,0,4,Social media ads,4,20000-50000,2000-5000,964.36,5,Discounts dont trigger,Credit card,Yes - multiple programmes,1,5,Rarely,Rarely,No not interested,3,1,Frequently,Less than 10pct,Flash sale notification,3,1,2,3,1,3,3,4,2,3,2,2,1,1,964.36,6.872501088765345,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Deal hunters
1363,budget_student,18-24,Male,Metro (Tier 1),Undergraduate,Student,Monthly,Myntra,Flipkart,Meesho,Laptop / desktop,30-60 minutes,Rarely,High delivery charges,0,1,1,1,1,0,0,0,4,Friends / family,3,20000-50000,2000-5000,1770.92,5,10-20pct,Debit card,No but considering,0,5,Rarely,Often,No but open to it,4,4,Rarely,10-25pct,Gifting occasion,3,0,1,3,3,2,2,4,2,3,2,4,2,2,1770.92,7.47981898341902,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Deal hunters
1364,urban_professional,35-44,Female,Rural / town,Postgraduate,Salaried (private),Weekly,Flipkart,Ajio,,Smartphone,10-30 minutes,Often,High delivery charges,1,1,0,0,0,0,1,1,5,Search engine,5,Above 200000,Above 15000,47303.34,2,Above 60pct,UPI,Yes - multiple programmes,1,3,Never,Sometimes,Yes regularly,4,1,Frequently,26-50pct,Gifting occasion,4,1,3,4,2,4,3,1,5,5,1,3,5,3,47303.34,10.764357325027683,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,Tech-savvy explorers
1365,budget_student,25-34,Male,Tier 3 city,Postgraduate,Student,Monthly,Nykaa,Flipkart,Myntra,Smartphone,10-30 minutes,Often,Found better deal elsewhere,0,1,0,1,0,1,0,0,5,Friends / family,4,20000-50000,2000-5000,1246.67,5,21-40pct,UPI,No but considering,0,4,Frequently,Rarely,Yes regularly,3,4,Frequently,10-25pct,Flash sale notification,4,0,2,3,2,4,3,2,2,3,4,2,3,2,1246.67,7.129033090886504,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,Deal hunters
1366,urban_professional,35-44,Female,Metro (Tier 1),Postgraduate,Salaried (private),Weekly,Flipkart,Amazon,Nykaa,Smartphone,10-30 minutes,Rarely,High price / no discount,0,0,1,0,1,0,1,0,4,Search engine,3,100000-200000,5000-15000,36701.01,2,Discounts dont trigger,UPI,No but considering,0,3,Occasionally,Rarely,No but open to it,4,4,Rarely,26-50pct,Gifting occasion,4,1,3,4,2,2,3,4,4,4,3,2,1,3,36701.01,10.5105868009353,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Premium loyalists
1367,homemaker,45-54,Female,Tier 3 city,Undergraduate,Homemaker,Weekly,Amazon,Flipkart,Brand website,Smartphone,10-30 minutes,Often,N/A - I rarely abandon,0,0,1,1,1,1,1,0,5,Friends / family,5,100000-200000,2000-5000,19619.27,3,41-60pct,UPI,No but considering,0,5,Rarely,Almost always,No but open to it,3,4,Occasionally,10-25pct,Flash sale notification,2,1,4,4,2,4,2,2,4,3,2,5,4,2,19619.27,9.884318494492556,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,Occasional browsers
